Variety,Card Number,Player/Athlete,Team,Rookie
Mini Non-Baseball Autographs,MA-CW,Charlie Wachtel,,
Mini Non-Baseball Autographs,MA-DD,Dude Dad,,
Mini Non-Baseball Autographs,MA-DF,Danielle Fishel,,
Mini Non-Baseball Autographs,MA-DK,Derrick Kosinski,,
Mini Non-Baseball Autographs,MA-DKEN,Dustin Kensrue,,
Mini Non-Baseball Autographs,MA-DR,Dianna Russini,,
Mini Non-Baseball Autographs,MA-DSO,Dan Soder,,
Mini Non-Baseball Autographs,MA-DVK,Daniel Van Kirk,,
Mini Non-Baseball Autographs,MA-DY,Daddy Yankee,,
Mini Non-Baseball Autographs,MA-EB,Eddie Breckenridge,,
Mini Non-Baseball Autographs,MA-GA,Greg Attonito,,
Mini Non-Baseball Autographs,MA-GR,George Rebelo,,
Mini Non-Baseball Autographs,MA-JAL,Jason Aldean,,
Mini Non-Baseball Autographs,MA-JLI,Joe List,,
Mini Non-Baseball Autographs,MA-JPR,Jeff Probst,,
Mini Non-Baseball Autographs,MA-JSW,Jeremy Swift,,
Mini Non-Baseball Autographs,MA-JTA,Jax Taylor,,
Mini Non-Baseball Autographs,MA-KL,Katie Ledecky,,
Mini Non-Baseball Autographs,MA-KLA,The Kid Laroi,,
Mini Non-Baseball Autographs,MA-KW,Kelsie Whitmore,,
Mini Non-Baseball Autographs,MA-LV,Lilia Vu,,
Mini Non-Baseball Autographs,MA-MF,Mark Feinsand,,
Mini Non-Baseball Autographs,MA-MTO,Myke Towers,,
Mini Non-Baseball Autographs,MA-PST,Pete Steinkopf,,
Mini Non-Baseball Autographs,MA-Q,Quavo,,
Mini Non-Baseball Autographs,MA-RB,Riley Breckenridge,,
Mini Non-Baseball Autographs,MA-RK,Robert Kelly,,
Mini Non-Baseball Autographs,MA-RMU,Ryan Murphy,,
Mini Non-Baseball Autographs,MA-RS,Rider Strong,,
Mini Non-Baseball Autographs,MA-SL,Shin Lim,,
Mini Non-Baseball Autographs,MA-SSM,Sophia Smith,,
Mini Non-Baseball Autographs,MA-SUD,Miki Sudo,,
Mini Non-Baseball Autographs,MA-SWA,Mallory Swanson,,
Mini Non-Baseball Autographs,MA-TJT,TJ Therrien,,
Mini Non-Baseball Autographs,MA-TRA,Todd Radom,,
Mini Non-Baseball Autographs,MA-TROB,Tim Robinson,,
Mini Non-Baseball Autographs,MA-TSC,Travis Scott,,
Mini Non-Baseball Autographs,MA-TTE,Teppei Teranishi,,
Mini Non-Baseball Autographs,MA-UB,Usain Bolt,,
Mini Non-Baseball Autographs,MA-WF,Will Friedle,,
Mini Non-Baseball Autographs,MA-XS,Xander Schauffele,,
Mini Non-Baseball Autographs,MA-ZGI,Zach Gilford,,
Mini Non-Baseball Autographs,MA-AS,Alex Sarr,,
Mini Non-Baseball Autographs,MA-AT,Andrew Tkaczyk,,
Mini Non-Baseball Autographs,MA-CN,Chuck Norris,,
Mini Non-Baseball Autographs,MA-CWI,Caleb Williams,,
Mini Non-Baseball Autographs,MA-DM,Drake Maye,,
Mini Non-Baseball Autographs,MA-ETH,Erika Thompson,,
Mini Non-Baseball Autographs,MA-JD,Jayden Daniels,,
Mini Non-Baseball Autographs,MA-JDA,John Daly,,
Mini Non-Baseball Autographs,MA-MB,Metro Boomin,,
Mini Non-Baseball Autographs,MA-NC,Nicky Cass,,
Mini Non-Baseball Autographs,MA-RD,Rob Dillingham,,
Mini Non-Baseball Autographs,MA-SS,Sheryl Swoopes,,
Mini Non-Baseball Autographs,MA-ZR,Zaccharie Risacher,,
N43 Boxloader Autographs,N43A-AD,Andre Dawson,Montréal Expos,
N43 Boxloader Autographs,N43A-AP,Albert Pujols,St. Louis Cardinals,
N43 Boxloader Autographs,N43A-APE,Andy Pettitte,Houston Astros,
N43 Boxloader Autographs,N43A-BJ,Bo Jackson,Kansas City Royals,
N43 Boxloader Autographs,N43A-BW,Billy Williams,Chicago Cubs,
N43 Boxloader Autographs,N43A-CC,Corbin Carroll,Arizona Diamondbacks,
N43 Boxloader Autographs,N43A-CR,Cal Ripken Jr.,Baltimore Orioles,
N43 Boxloader Autographs,N43A-DJ,Derek Jeter,New York Yankees,
N43 Boxloader Autographs,N43A-EM,Eddie Murray,Baltimore Orioles,
N43 Boxloader Autographs,N43A-FJ,Fergie Jenkins,Chicago Cubs,
N43 Boxloader Autographs,N43A-GM,Greg Maddux,Atlanta Braves,
N43 Boxloader Autographs,N43A-I,Ichiro Ichiro,Seattle Mariners,
N43 Boxloader Autographs,N43A-JB,Johnny Bench,Cincinnati Reds,
N43 Boxloader Autographs,N43A-LW,Larry Walker,Colorado Rockies,
N43 Boxloader Autographs,N43A-MT,Mike Trout,Los Angeles Angels,
N43 Boxloader Autographs,N43A-NR,Nolan Ryan,Texas Rangers,
N43 Boxloader Autographs,N43A-PA,Pete Alonso,New York Mets,
N43 Boxloader Autographs,N43A-RC,Rod Carew,Minnesota Twins,
N43 Boxloader Autographs,N43A-SG,Steve Garvey,Los Angeles Dodgers,
N43 Boxloader Autographs,N43A-THU,Torii Hunter,Minnesota Twins,
N43 Boxloader Autographs,N43A-VG,Vladimir Guerrero Jr.,Toronto Blue Jays,
N43 Boxloaders,N43-1,Hank Aaron,Milwaukee Braves,
N43 Boxloaders,N43-2,Harmon Killebrew,Minnesota Twins,
N43 Boxloaders,N43-3,Ernie Banks,Chicago Cubs,
N43 Boxloaders,N43-4,Aaron Judge,New York Yankees,
N43 Boxloaders,N43-5,Shohei Ohtani,Los Angeles Dodgers,
N43 Boxloaders,N43-6,Mike Trout,Los Angeles Angels,
N43 Boxloaders,N43-7,Julio Rodríguez,Seattle Mariners,
N43 Boxloaders,N43-8,Willie Mays,San Francisco Giants,
N43 Boxloaders,N43-9,Lou Brock,St. Louis Cardinals,
N43 Boxloaders,N43-10,Honus Wagner,Pittsburgh Pirates,
N43 Boxloaders,N43-11,Mickey Mantle,New York Yankees,
N43 Boxloaders,N43-12,Jasson Domínguez,New York Yankees,
N43 Boxloaders,N43-13,Elly De La Cruz,Cincinnati Reds,
N43 Boxloaders,N43-14,Evan Carter,Texas Rangers,
N43 Boxloaders,N43-15,Yoshinobu Yamamoto,Los Angeles Dodgers,
N43 Boxloaders,N43-16,Shota Imanaga,Chicago Cubs,
N43 Boxloaders,N43-17,Ken Griffey Jr.,Seattle Mariners,
N43 Boxloaders,N43-18,Jackie Robinson,Brooklyn Dodgers,
N43 Boxloaders,N43-19,Babe Ruth,New York Yankees,
N43 Boxloaders,N43-20,Francisco Lindor,New York Mets,
Quad Autographs,QAC-BS,Pete Steinkopf / Bryan Kienlen / George Rebelo / Greg Attonito,,
Quad Autographs,QAC-THR,Teppei Teranishi / Riley Breckenridge / Dustin Kensrue / Eddie Breckenridge,,
Relic Cut Signatures,RCS-AK,Al Kaline,Detroit Tigers,
Relic Cut Signatures,RCS-BF,Bob Feller,Cleveland,
Relic Cut Signatures,RCS-BG,Bob Gibson,St. Louis Cardinals,
Relic Cut Signatures,RCS-BR,Brooks Robinson,Baltimore Orioles,
Relic Cut Signatures,RCS-BRU,Babe Ruth,New York Yankees,
Relic Cut Signatures,RCS-EB,Ernie Banks,Chicago Cubs,
Relic Cut Signatures,RCS-GC,Gary Carter,New York Mets,
Relic Cut Signatures,RCS-GH,Gil Hodges,Brooklyn Dodgers,
Relic Cut Signatures,RCS-GK,George Kelly,New York Giants,
Relic Cut Signatures,RCS-HA,Hank Aaron,Milwaukee Braves,
Relic Cut Signatures,RCS-HG,Hank Greenberg,Detroit Tigers,
Relic Cut Signatures,RCS-HK,Harmon Killebrew,Minnesota Twins,
Relic Cut Signatures,RCS-HW,Honus Wagner,Pittsburgh Pirates,
Relic Cut Signatures,RCS-JK,John F. Kennedy,,
Relic Cut Signatures,RCS-JM,Joe Morgan,Cincinnati Reds,
Relic Cut Signatures,RCS-JR,Jackie Robinson,Brooklyn Dodgers,
Relic Cut Signatures,RCS-KP,Kirby Puckett,Minnesota Twins,
Relic Cut Signatures,RCS-LB,Lou Brock,St. Louis Cardinals,
Relic Cut Signatures,RCS-MM,Mickey Mantle,New York Yankees,
Relic Cut Signatures,RCS-RC,Roberto Clemente,Pittsburgh Pirates,
Relic Cut Signatures,RCS-RH,Rogers Hornsby,Chicago Cubs,
Relic Cut Signatures,RCS-RK,Ralph Kiner,Pittsburgh Pirates,
Relic Cut Signatures,RCS-RS,Ron Santo,Chicago Cubs,
Relic Cut Signatures,RCS-TG,Tony Gwynn,San Diego Padres,
Relic Cut Signatures,RCS-TS,Tom Seaver,New York Mets,
Relic Cut Signatures,RCS-WS,Willie Stargell,Pittsburgh Pirates,
Relic Cut Signatures,RCS-YB,Yogi Berra,New York Yankees,
Rip Cards,RIP-AA,Andrew Abbott,Cincinnati Reds,
Rip Cards,RIP-AB,Adrián Beltré,Texas Rangers,
Rip Cards,RIP-AG,Adolis García,Texas Rangers,
Rip Cards,RIP-AJ,Aaron Judge,New York Yankees,
Rip Cards,RIP-AM,Andrew McCutchen,Pittsburgh Pirates,
Rip Cards,RIP-AP,Albert Pujols,St. Louis Cardinals,
Rip Cards,RIP-AR,Adley Rutschman,Baltimore Orioles,
Rip Cards,RIP-ARI,Anthony Rizzo,New York Yankees,
Rip Cards,RIP-ARIL,Austin Riley,Atlanta Braves,
Rip Cards,RIP-AS,AJ Smith-Shawver,Atlanta Braves,
Rip Cards,RIP-AV,Anthony Volpe,New York Yankees,
Rip Cards,RIP-AW,Alika Williams,Pittsburgh Pirates,
Rip Cards,RIP-AWE,Austin Wells,New York Yankees,
Rip Cards,RIP-BB,Byron Buxton,Minnesota Twins,
Rip Cards,RIP-BBI,Bo Bichette,Toronto Blue Jays,
Rip Cards,RIP-BH,Bryce Harper,Philadelphia Phillies,
Rip Cards,RIP-BL,Barry Larkin,Cincinnati Reds,
Rip Cards,RIP-BR,Babe Ruth,New York Yankees,
Rip Cards,RIP-BW,Bryan Woo,Seattle Mariners,
Rip Cards,RIP-BWJ,Bobby Witt Jr.,Kansas City Royals,
Rip Cards,RIP-CA,CJ Abrams,Washington Nationals,
Rip Cards,RIP-CB,Cody Bellinger,Chicago Cubs,
Rip Cards,RIP-CC,Colton Cowser,Baltimore Orioles,
Rip Cards,RIP-CCA,Corbin Carroll,Arizona Diamondbacks,
Rip Cards,RIP-CCO,Carlos Correa,Minnesota Twins,
Rip Cards,RIP-CE,Christian Encarnacion-Strand,Cincinnati Reds,
Rip Cards,RIP-CK,Clayton Kershaw,Los Angeles Dodgers,
Rip Cards,RIP-CM,Curtis Mead,Tampa Bay Rays,
Rip Cards,RIP-CMO,Christopher Morel,Chicago Cubs,
Rip Cards,RIP-CMOR,Christoper Morel,Chicago Cubs,
Rip Cards,RIP-CR,Ceddanne Rafaela,Boston Red Sox,
Rip Cards,RIP-CS,Corey Seager,Texas Rangers,
Rip Cards,RIP-CW,Christian Walker,Arizona Diamondbacks,
Rip Cards,RIP-CY,Christian Yelich,Milwaukee Brewers,
Rip Cards,RIP-DS,Dansby Swanson,Chicago Cubs,
Rip Cards,RIP-EC,Evan Carter,Texas Rangers,
Rip Cards,RIP-ED,Elly De La Cruz,Cincinnati Reds,
Rip Cards,RIP-EH,Emerson Hancock,Seattle Mariners,
Rip Cards,RIP-EP,Everson Pereira,New York Yankees,
Rip Cards,RIP-ER,Endy Rodríguez,Pittsburgh Pirates,
Rip Cards,RIP-ES,Emmet Sheehan,Los Angeles Dodgers,
Rip Cards,RIP-FF,Freddie Freeman,Los Angeles Dodgers,
Rip Cards,RIP-FL,Francisco Lindor,New York Mets,
Rip Cards,RIP-FT,Frank Thomas,Chicago White Sox,
Rip Cards,RIP-GB,George Brett,Kansas City Royals,
Rip Cards,RIP-GC,Gerrit Cole,New York Yankees,
Rip Cards,RIP-GH,Gunnar Henderson,Baltimore Orioles,
Rip Cards,RIP-GW,Gavin Williams,Cleveland Guardians,
Rip Cards,RIP-HA,Hank Aaron,Atlanta Braves,
Rip Cards,RIP-HD,Henry Davis,Pittsburgh Pirates,
Rip Cards,RIP-HG,Hunter Goodman,Colorado Rockies,
Rip Cards,RIP-HK,Heston Kjerstad,Baltimore Orioles,
Rip Cards,RIP-HKI,Harmon Killebrew,Minnesota Twins,
Rip Cards,RIP-I,Ichiro,Seattle Mariners,
Rip Cards,RIP-JA,Jordyn Adams,Los Angeles Angels,
Rip Cards,RIP-JAL,Jose Altuve,Houston Astros,
Rip Cards,RIP-JC,Junior Caminero,Tampa Bay Rays,
Rip Cards,RIP-JCH,Jazz Chisholm Jr.,Miami Marlins,
Rip Cards,RIP-JCHI,Jazz Chisholm Jr.,Miami Marlins,
Rip Cards,RIP-JD,Jasson Domínguez,New York Yankees,
Rip Cards,RIP-JH,Jonah Heim,Texas Rangers,
Rip Cards,RIP-JHL,Jung Hoo Lee,San Francisco Giants,
Rip Cards,RIP-JL,Jordan Lawlar,Arizona Diamondbacks,
Rip Cards,RIP-JM,Joe Morgan,Cincinnati Reds,
Rip Cards,RIP-JR,Johan Rojas,Philadelphia Phillies,
Rip Cards,RIP-JRA,José Ramírez,Cleveland Guardians,
Rip Cards,RIP-JRO,Julio Rodríguez,Seattle Mariners,
Rip Cards,RIP-JROB,Jackie Robinson,Brooklyn Dodgers,
Rip Cards,RIP-JS,Juan Soto,New York Yankees,
Rip Cards,RIP-JSO,Jorge Soler,San Francisco Giants,
Rip Cards,RIP-JST,Justin Steele,Chicago Cubs,
Rip Cards,RIP-JT,José Tena,Cleveland Guardians,
Rip Cards,RIP-JW,Jordan Westburg,Baltimore Orioles,
Rip Cards,RIP-KB,Kris Bryant,Colorado Rockies,
Rip Cards,RIP-KG,Ken Griffey Jr.,Seattle Mariners,
Rip Cards,RIP-KH,Kyle Harrison,San Francisco Giants,
Rip Cards,RIP-KP,Kyren Paris,Los Angeles Angels,
Rip Cards,RIP-KPU,Kirby Puckett,Minnesota Twins,
Rip Cards,RIP-KT,Kyle Tucker,Houston Astros,
Rip Cards,RIP-LA,Luis Arraez,San Diego Padres,
Rip Cards,RIP-LB,Lawrence Butler,Oakland Athletics,
Rip Cards,RIP-LBR,Lou Brock,St. Louis Cardinals,
Rip Cards,RIP-LG,Lou Gehrig,New York Yankees,
Rip Cards,RIP-LM,Luis Matos,San Francisco Giants,
Rip Cards,RIP-LR,Luis Robert Jr.,Chicago White Sox,
Rip Cards,RIP-MB,Mookie Betts,Los Angeles Dodgers,
Rip Cards,RIP-ML,Marco Luciano,San Francisco Giants,
Rip Cards,RIP-MM,Manny Machado,San Diego Padres,
Rip Cards,RIP-MMA,Mickey Mantle,New York Yankees,
Rip Cards,RIP-MMC,Mark McGwire,Oakland Athletics,
Rip Cards,RIP-MMU,Max Muncy,Los Angeles Dodgers,
Rip Cards,RIP-MO,Matt Olson,Atlanta Braves,
Rip Cards,RIP-MS,Marcus Semien,Texas Rangers,
Rip Cards,RIP-MT,Mike Trout,Los Angeles Angels,
Rip Cards,RIP-MW,Masyn Winn,St. Louis Cardinals,
Rip Cards,RIP-NA,Nolan Arenado,St. Louis Cardinals,
Rip Cards,RIP-NE,Nathan Eovaldi,Texas Rangers,
Rip Cards,RIP-NG,Nick Gonzales,Pittsburgh Pirates,
Rip Cards,RIP-NL,Nick Loftin,Kansas City Royals,
Rip Cards,RIP-NM,Noelvi Marte,Cincinnati Reds,
Rip Cards,RIP-NS,Nolan Schanuel,Los Angeles Angels,
Rip Cards,RIP-OA,Ozzie Albies,Atlanta Braves,
Rip Cards,RIP-OW,Owen White,Texas Rangers,
Rip Cards,RIP-PA,Pete Alonso,New York Mets,
Rip Cards,RIP-PC,Pete Crow-Armstrong,Chicago Cubs,
Rip Cards,RIP-PR,Pee Wee Reese,Brooklyn Dodgers,
Rip Cards,RIP-QP,Quinn Priester,Pittsburgh Pirates,
Rip Cards,RIP-RA,Ronald Acuña Jr.,Atlanta Braves,
Rip Cards,RIP-RC,Roberto Clemente,Pittsburgh Pirates,
Rip Cards,RIP-RD,Rafael Devers,Boston Red Sox,
Rip Cards,RIP-RH,Rogers Hornsby,St. Louis Cardinals,
Rip Cards,RIP-RJ,Randy Johnson,Arizona Diamondbacks,
Rip Cards,RIP-RL,Royce Lewis,Minnesota Twins,
Rip Cards,RIP-RM,Ronny Mauricio,New York Mets,
Rip Cards,RIP-RS,Ron Santo,Chicago Cubs,
Rip Cards,RIP-RSA,Ryne Sandberg,Chicago Cubs,
Rip Cards,RIP-SA,Sandy Alcantara,Miami Marlins,
Rip Cards,RIP-SC,Slade Cecconi,Arizona Diamondbacks,
Rip Cards,RIP-SF,Sal Frelick,Milwaukee Brewers,
Rip Cards,RIP-SI,Shota Imanaga,Chicago Cubs,
Rip Cards,RIP-SK,Sandy Koufax,Brooklyn Dodgers,
Rip Cards,RIP-SO,Shohei Ohtani,Los Angeles Dodgers,
Rip Cards,RIP-ST,Spencer Torkelson,Detroit Tigers,
Rip Cards,RIP-TM,Thurman Munson,New York Yankees,
Rip Cards,RIP-TS,Tyler Soderstrom,Oakland Athletics,
Rip Cards,RIP-TSE,Tom Seaver,New York Mets,
Rip Cards,RIP-TT,Trea Turner,Philadelphia Phillies,
Rip Cards,RIP-VG,Vladimir Guerrero Jr.,Toronto Blue Jays,
Rip Cards,RIP-WM,Willie McCovey,San Francisco Giants,
Rip Cards,RIP-WMA,Willie Mays,San Francisco Giants,
Rip Cards,RIP-WS,Willie Stargell,Pittsburgh Pirates,
Rip Cards,RIP-YA,Yordan Alvarez,Houston Astros,
Rip Cards,RIP-YD,Yu Darvish,San Diego Padres,
Rip Cards,RIP-YY,Yoshinobu Yamamoto,Los Angeles Dodgers,
Rip Cards,RIP-ZG,Zack Gelof,Oakland Athletics,
RC Design Variations Mini,RD-1,Elly De La Cruz,Cincinnati Reds,
RC Design Variations Mini,RD-2,Evan Carter,Texas Rangers,
RC Design Variations Mini,RD-3,Pete Crow-Armstrong,Chicago Cubs,
RC Design Variations Mini,RD-4,Jordan Lawlar,Arizona Diamondbacks,
RC Design Variations Mini,RD-5,Junior Caminero,Tampa Bay Rays,
RC Design Variations Mini,RD-6,Jackson Merrill,San Diego Padres,
RC Design Variations Mini,RD-7,Henry Davis,Pittsburgh Pirates,
RC Design Variations Mini,RD-8,Tyler Soderstrom,Oakland Athletics,
RC Design Variations Mini,RD-9,Sal Frelick,Milwaukee Brewers,
RC Design Variations Mini,RD-10,Marco Luciano,San Francisco Giants,
RC Design Variations Mini,RD-11,Paul Skenes,Pittsburgh Pirates,
RC Design Variations Mini,RD-12,Zack Gelof,Oakland Athletics,
RC Design Variations Mini,RD-13,Jackson Chourio,Milwaukee Brewers,
RC Design Variations Mini,RD-14,Masyn Winn,St. Louis Cardinals,
RC Design Variations Mini,RD-15,Jackson Holliday,Baltimore Orioles,
RC Design Variations Mini,RD-16,Nolan Schanuel,Los Angeles Angels,
RC Design Variations Mini,RD-17,Ceddanne Rafaela,Boston Red Sox,
RC Design Variations Mini,RD-18,Jasson Domínguez,New York Yankees,
RC Design Variations Mini,RD-19,Austin Wells,New York Yankees,
RC Design Variations Mini,RD-20,Wyatt Langford,Texas Rangers,
"Sister, Sister",SS-1,"Shanghai, China / Chicago, United States",,
"Sister, Sister",SS-2,"Washington DC, United States / Beijing, China",,
"Sister, Sister",SS-3,"Rio de Janeiro, Brazil / Istanbul, Turkey",,
"Sister, Sister",SS-4,"Manila, Phillipines / Dubai, United Arab Emirates",,
"Sister, Sister",SS-5,"London, United Kingdom / Berlin, Germany",,
"Sister, Sister",SS-6,"Melbourne, Australia / Tianjin, China",,
"Sister, Sister",SS-7,"Karachi, Pakistan / Houston, United States",,
"Sister, Sister",SS-8,"Tromsø, Norway / Anchorage, United States",,
"Sister, Sister",SS-9,"Cologne, Germany / Indianapolis, United States",,
"Sister, Sister",SS-10,"Quito, Ecuador / Louisville, United States",,
"Sister, Sister",SS-11,"Durban, South Africa / New Orleans, United States",,
"Sister, Sister",SS-12,"Santiago, Chile / Minneapolis, United States",,
"Sister, Sister",SS-13,"Bologna, Italy / St. Louis, United States",,
"Sister, Sister",SS-14,"Phuket, Thailand / Las Vegas, United States",,
"Sister, Sister",SS-15,"Freeport, Bahamas / Newark, United States",,
"Sister, Sister",SS-16,"Kigali, Rwanda / Oklahoma City, United States",,
"Sister, Sister",SS-17,"Panama City, Panama / Charleston, United States",,
"Sister, Sister",SS-18,"Turin, Italy / Salt Lake City, United States",,
"Sister, Sister",SS-19,"Richmond, United States / Windhoek, Namibia",,
"Sister, Sister",SS-20,"Vilnius, Lithuania / Madison, United States",,
Stained Glass Mini,1,Julio Rodríguez,Seattle Mariners,
Stained Glass Mini,2,Endy Rodríguez,Pittsburgh Pirates,
Stained Glass Mini,3,Hunter Goodman,Colorado Rockies,
Stained Glass Mini,4,Henry Davis,Pittsburgh Pirates,
Stained Glass Mini,5,Yu Darvish,San Diego Padres,
Stained Glass Mini,6,Christian Encarnacion-Strand,Cincinnati Reds,
Stained Glass Mini,7,Luis Robert Jr.,Chicago White Sox,
Stained Glass Mini,8,Kyle Tucker,Houston Astros,
Stained Glass Mini,9,Bo Bichette,Toronto Blue Jays,
Stained Glass Mini,10,Dansby Swanson,Chicago Cubs,
Stained Glass Mini,11,Anthony Volpe,New York Yankees,
Stained Glass Mini,12,MacKenzie Gore,Washington Nationals,
Stained Glass Mini,13,Jazz Chisholm Jr.,Miami Marlins,
Stained Glass Mini,14,Curtis Mead,Tampa Bay Rays,
Stained Glass Mini,15,Adley Rutschman,Baltimore Orioles,
Stained Glass Mini,16,Francisco Alvarez,New York Mets,
Stained Glass Mini,17,CJ Abrams,Washington Nationals,
Stained Glass Mini,18,Eury Pérez,Miami Marlins,
Stained Glass Mini,19,Emmet Sheehan,Los Angeles Dodgers,
Stained Glass Mini,20,Ronald Acuña Jr.,Atlanta Braves,
Stained Glass Mini,21,Emerson Hancock,Seattle Mariners,
Stained Glass Mini,22,Sandy Alcantara,Miami Marlins,
Stained Glass Mini,23,Gavin Williams,Cleveland Guardians,
Stained Glass Mini,24,Masyn Winn,St. Louis Cardinals,
Stained Glass Mini,25,Gerrit Cole,New York Yankees,
Stained Glass Mini,26,Nick Gonzales,Pittsburgh Pirates,
Stained Glass Mini,27,AJ Smith-Shawver,Atlanta Braves,
Stained Glass Mini,28,Colton Cowser,Baltimore Orioles,
Stained Glass Mini,29,Jose Altuve,Houston Astros,
Stained Glass Mini,30,Byron Buxton,Minnesota Twins,
Stained Glass Mini,31,Jasson Domínguez,New York Yankees,
Stained Glass Mini,32,Andrew Abbott,Cincinnati Reds,
Stained Glass Mini,33,Jordan Westburg,Baltimore Orioles,
Stained Glass Mini,34,José Tena,Cleveland Guardians,
Stained Glass Mini,35,Tyler Soderstrom,Oakland Athletics,
Stained Glass Mini,36,Quinn Priester,Pittsburgh Pirates,
Stained Glass Mini,37,Jordyn Adams,Los Angeles Angels,
Stained Glass Mini,38,Pete Alonso,New York Mets,
Stained Glass Mini,39,Trea Turner,Philadelphia Phillies,
Stained Glass Mini,40,Patrick Bailey,San Francisco Giants,
Stained Glass Mini,41,George Kirby,Seattle Mariners,
Stained Glass Mini,42,Ke'Bryan Hayes,Pittsburgh Pirates,
Stained Glass Mini,43,Christian Yelich,Milwaukee Brewers,
Stained Glass Mini,44,Elly De La Cruz,Cincinnati Reds,
Stained Glass Mini,45,Matt Olson,Atlanta Braves,
Stained Glass Mini,46,Pete Crow-Armstrong,Chicago Cubs,
Stained Glass Mini,47,Justin Steele,Chicago Cubs,
Stained Glass Mini,48,Corey Seager,Texas Rangers,
Stained Glass Mini,49,Heston Kjerstad,Baltimore Orioles,
Stained Glass Mini,50,Juan Soto,New York Yankees,
Stained Glass Mini,51,Masataka Yoshida,Boston Red Sox,
Stained Glass Mini,52,Clayton Kershaw,Los Angeles Dodgers,
Stained Glass Mini,53,Austin Wells,New York Yankees,
Stained Glass Mini,54,Rafael Devers,Boston Red Sox,
Stained Glass Mini,55,Oneil Cruz,Pittsburgh Pirates,
Stained Glass Mini,56,Kyren Paris,Los Angeles Angels,
Stained Glass Mini,57,Lawrence Butler,Oakland Athletics,
Stained Glass Mini,58,Slade Cecconi,Arizona Diamondbacks,
Stained Glass Mini,59,Luis Matos,San Francisco Giants,
Stained Glass Mini,60,Bryce Harper,Philadelphia Phillies,
Stained Glass Mini,61,Yoán Moncada,Chicago White Sox,
Stained Glass Mini,62,Freddie Freeman,Los Angeles Dodgers,
Stained Glass Mini,63,Luis Arraez,Miami Marlins,
Stained Glass Mini,64,Triston Casas,Boston Red Sox,
Stained Glass Mini,65,Kevin Gausman,Toronto Blue Jays,
Stained Glass Mini,66,Manny Machado,San Diego Padres,
Stained Glass Mini,67,Ronny Mauricio,New York Mets,
Stained Glass Mini,68,Austin Riley,Atlanta Braves,
Stained Glass Mini,69,Johan Rojas,Philadelphia Phillies,
Stained Glass Mini,70,Jesús Luzardo,Miami Marlins,
Stained Glass Mini,71,Noelvi Marte,Cincinnati Reds,
Stained Glass Mini,72,Kyle Harrison,San Francisco Giants,
Stained Glass Mini,73,Francisco Lindor,New York Mets,
Stained Glass Mini,74,Ketel Marte,Arizona Diamondbacks,
Stained Glass Mini,75,Max Fried,Atlanta Braves,
Stained Glass Mini,76,Nick Loftin,Kansas City Royals,
Stained Glass Mini,77,Ceddanne Rafaela,Boston Red Sox,
Stained Glass Mini,78,Bryan Woo,Seattle Mariners,
Stained Glass Mini,79,Marco Luciano,San Francisco Giants,
Stained Glass Mini,80,Luis Castillo,Seattle Mariners,
Stained Glass Mini,81,Owen White,Texas Rangers,
Stained Glass Mini,82,Zack Gelof,Oakland Athletics,
Stained Glass Mini,83,Yordan Alvarez,Houston Astros,
Stained Glass Mini,84,Everson Pereira,New York Yankees,
Stained Glass Mini,85,Alika Williams,Pittsburgh Pirates,
Stained Glass Mini,86,Aaron Judge,New York Yankees,
Stained Glass Mini,87,Corbin Carroll,Arizona Diamondbacks,
Stained Glass Mini,88,Nolan Schanuel,Los Angeles Angels,
Stained Glass Mini,89,Riley Greene,Detroit Tigers,
Stained Glass Mini,90,Carlos Correa,Minnesota Twins,
Stained Glass Mini,91,George Springer,Toronto Blue Jays,
Stained Glass Mini,92,Junior Caminero,Tampa Bay Rays,
Stained Glass Mini,93,Matt McLain,Cincinnati Reds,
Stained Glass Mini,94,Mookie Betts,Los Angeles Dodgers,
Stained Glass Mini,95,Cole Ragans,Kansas City Royals,
Stained Glass Mini,96,Evan Carter,Texas Rangers,
Stained Glass Mini,97,Shohei Ohtani,Los Angeles Dodgers,
Stained Glass Mini,98,Sal Frelick,Milwaukee Brewers,
Stained Glass Mini,99,Jordan Lawlar,Arizona Diamondbacks,
Stained Glass Mini,100,Bobby Witt Jr.,Kansas City Royals,
Stained Glass Mini,101,Stan Musial,St. Louis Cardinals,
Stained Glass Mini,102,Torii Hunter,Minnesota Twins,
Stained Glass Mini,103,Jimmy Rollins,Philadelphia Phillies,
Stained Glass Mini,104,Duke Snider,Brooklyn Dodgers,
Stained Glass Mini,105,Brooks Robinson,Baltimore Orioles,
Stained Glass Mini,106,Cody Bellinger,Chicago Cubs,
Stained Glass Mini,107,Cal Raleigh,Seattle Mariners,
Stained Glass Mini,108,Dave Winfield,San Diego Padres,
Stained Glass Mini,109,Ozzie Albies,Atlanta Braves,
Stained Glass Mini,110,Anthony Santander,Baltimore Orioles,
Stained Glass Mini,111,Wade Boggs,Boston Red Sox,
Stained Glass Mini,112,Corbin Burnes,Baltimore Orioles,
Stained Glass Mini,113,Hanley Ramirez,Florida Marlins,
Stained Glass Mini,114,Nathan Eovaldi,Texas Rangers,
Stained Glass Mini,115,Cal Ripken Jr.,Baltimore Orioles,
Stained Glass Mini,116,Dave Parker,Pittsburgh Pirates,
Stained Glass Mini,117,Roy Campanella,Brooklyn Dodgers,
Stained Glass Mini,118,Willie Mays,New York Giants,
