Variety,Card Number,Player Name,Team Name,Notes,Parallel
Topps Reverence Autograph Patch,TRAP2-CS,CC Sabathia,New York Yankees,,
Topps Reverence Autograph Patch,TRAP2-CY,Christian Yelich,Milwaukee Brewers,,
Topps Reverence Autograph Patch,TRAP2-FRA,Francisco Alvarez,New York Mets,,
Topps Reverence Autograph Patch,TRAP2-JAL,Jose Altuve,Houston Astros,,
Topps Reverence Autograph Patch,TRAP2-JC,Jazz Chisholm Jr.,Miami Marlins,,
Topps Reverence Autograph Patch,TRAP2-JV,Joey Votto,Cincinnati Reds,,
Topps Reverence Autograph Patch,TRAP2-KH,Ke'Bryan Hayes,Pittsburgh Pirates,,
Topps Reverence Autograph Patch,TRAP2-KT,Kyle Tucker,Houston Astros,,
Topps Reverence Autograph Patch,TRAP2-MC,Matt Chapman,Toronto Blue Jays,,
Topps Reverence Autograph Patch,TRAP2-MCA,Miguel Cabrera,Detroit Tigers,,
Topps Reverence Autograph Patch,TRAP2-MH,Michael Harris II,Atlanta Braves,,
Topps Reverence Autograph Patch,TRAP2-ML,Matthew Liberatore,St. Louis Cardinals,,
Topps Reverence Autograph Patch,TRAP2-NP,Nick Pratto,Kansas City Royals,,
Topps Reverence Autograph Patch,TRAP2-OH,Shohei Ohtani,Los Angeles Angels,,
Topps Reverence Autograph Patch,TRAP2-PG,Paul Goldschmidt,St. Louis Cardinals,,
Topps Reverence Autograph Patch,TRAP2-RM,Ryan Mountcastle,Baltimore Orioles,,
Topps Reverence Autograph Patch,TRAP2-VG,Vaughn Grissom,Atlanta Braves,,
Topps Reverence Autograph Patch,TRAP2-WB,Walker Buehler,Los Angeles Dodgers,,
Topps Reverence Autograph Patch,TRAP2-YA,Yordan Alvarez,Houston Astros,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
